budget,d,id,runtime,y,problem
700,7,direct,1.693,3.0680556562815,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.17699999999999,17.1312035038915,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.773,7.47563847513257,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.931,14.7412429820011,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.809,6.46469582376428,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.02500000000001,24.7008147444605,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.616,12.6898229788343,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.509,9.80686629000656,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.658,11.8138278184957,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.83300000000001,3.29238681116424,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.152,26.0560447075391,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.345,1.37497843215521,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.21199999999999,5.30495454110013,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.99000000000001,9.21516006718263,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.03200000000001,4.54420696228416,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.74,5.57481115315007,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.08500000000001,12.3743087922474,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.498,28.4359271870357,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.786,15.1770252306594,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.52600000000001,22.3460381492139,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.56,24.3845582755233,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.378,6.49627531809496,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.85400000000001,15.6621311593496,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.166,45.8586295220121,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.85799999999999,23.1485653999049,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.886,1.87140992994173,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.949,7.16576774551193,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.08499999999999,8.15815611964849,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.901,15.6487934608244,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,2.08799999999999,8.59845769607914,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,direct,1.559,3.51749490422417,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.22399999999999,0.407758785750539,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.0990000000000038,0.66049787692051,lcbench_167168_val_accuracy_eede6a63d2aad5e7
700,7,local_search,0.305999999999997,0.512275294010526,lcbench_167168_val_accuracy_eede6a63d2aad5e7
