config_id,acc,alpha,booster,lambda,nrounds,num.impute.selected.cpo,subsample,colsample_bylevel,colsample_bytree,eta,gamma,max_depth,min_child_weight,rate_drop,skip_drop,repl,trainsize
84,-0.09734940528869629,196.7620324800502,dart,6.0235996060854,154,impute.mean,0.1917493022079,0.2232687146987,0.5737908693918,0.0144712049369,0.0008107511318,4.0,4.4615033962985,0.4839681090495,0.1107381777925,10,1.0
85,-0.9718600511550903,0.1176117709563,dart,4.961699117177,1575,impute.mean,0.8277967541536,0.9762179386997,0.4663384953572,0.0995883462013,0.0002992677945,15.0,4.2864848664605,0.2448133563605,0.5152134823514,10,1.0
86,-0.9856707453727722,0.0015423388229,gbtree,0.0013361077281,911,impute.hist,0.4729381537124,0.5681618650003,0.1370360380227,0.065037387559,0.0010418109739,7.0,3.9889340170062,,,10,1.0
87,-0.9822269678115845,0.0015432198931,gbtree,0.0021549370249,907,impute.hist,0.434580525294,0.0760364275004,0.0614586644902,0.0510664594238,0.0010448565079,7.0,4.1157460391093,,,10,1.0
88,-0.9851332306861877,0.0015423388229,gbtree,0.0032063062909,911,impute.hist,0.4704330890435,0.4975189874836,0.1071277357763,0.0679944529879,0.0009520167836,6.0,4.0014886503002,,,10,1.0
89,-0.09401798248291016,633.134022136493,gbtree,0.0043344590664,15,impute.hist,0.633399114278,0.6554187844609,0.3285522905015,0.0551957448797,0.0086353550815,2.0,80.2419804393879,,,10,1.0
90,-0.9714319109916687,0.0016735532749,gbtree,0.0018786646258,1012,impute.hist,0.1213954987317,0.0172636173508,0.1078159456887,0.0768091135836,0.0004753503256,6.0,6.2041523540702,,,10,1.0
91,-0.9810211658477783,0.0012087794206,gbtree,0.0012270690747,494,impute.mean,0.6340259744037,0.6735269182809,0.1409031622711,0.0688633920954,0.0012921293324,4.0,3.9863160632436,,,10,1.0
92,-0.9871345162391663,0.0009310667461,gbtree,0.0010247993083,911,impute.median,0.3655896671159,0.6005225552081,0.1370360380227,0.065037387559,0.0011124398134,10.0,3.9889340170062,,,10,1.0
93,-0.7053494453430176,108.0194971392049,gbtree,0.0018774151622,17,impute.median,0.978461974107,0.2697625805112,0.4860289348749,0.1122310730859,0.0019868255675,4.0,53.9963881887182,,,10,1.0
94,-0.9834979772567749,0.0010461587392,gbtree,0.0012689647426,907,impute.mean,0.4295320415573,0.1351631557185,0.1424249204433,0.0717516522582,0.0024956719563,5.0,3.9833345101398,,,10,1.0
