job_id,problem,instance,scenario,target,score,quantiles_001,quantiles_01,quantiles_05,quantiles_10,quantiles_20
18,rbv2_svm_40966_bac,40966,rbv2_svm,bac,-0.998858153820038,-0.998648583889008,-0.998315334320068,-0.99699854850769,-0.994301855564117,-0.992698729038239
19,rbv2_svm_40966_auc,40966,rbv2_svm,auc,-0.999973297119141,-0.999967575073242,-0.999956130981445,-0.999906539916992,-0.99989128112793,-0.999860763549805
20,rbv2_svm_40966_logloss,40966,rbv2_svm,logloss,0.0137621480971575,0.016353608129546,0.0206633638590574,0.0245688781142235,0.033362902700901,0.0364427864551544
21,rbv2_svm_40536_acc,40536,rbv2_svm,acc,-0.874833345413208,-0.868120850563049,-0.86229300737381,-0.857426291704178,-0.854414701461792,-0.851546585559845
22,rbv2_svm_40536_bac,40536,rbv2_svm,bac,-0.709081828594208,-0.703302096128464,-0.68411248922348,-0.664741098880768,-0.650245904922485,-0.624061644077301
23,rbv2_svm_40536_auc,40536,rbv2_svm,auc,-0.924813508987427,-0.897728819608689,-0.874554336071014,-0.847907483577728,-0.840816557407379,-0.819306862354279
24,rbv2_svm_40536_logloss,40536,rbv2_svm,logloss,0.307388573884964,0.31179618743062,0.327364763319492,0.344406247138977,0.353070020675659,0.361510545015335
25,rbv2_svm_41156_acc,41156,rbv2_svm,acc,-0.846998810768127,-0.846876979112625,-0.845328093767166,-0.842746859788895,-0.84090530872345,-0.837466621398926
26,rbv2_svm_41156_bac,41156,rbv2_svm,bac,-0.755672216415405,-0.751168550491333,-0.742846369743347,-0.731598854064941,-0.727254110574722,-0.712207496166229
27,rbv2_svm_41156_auc,41156,rbv2_svm,auc,-0.904768049716949,-0.896313846111298,-0.891697960495949,-0.887848913669586,-0.88518238067627,-0.881872653961182
28,rbv2_svm_41156_logloss,41156,rbv2_svm,logloss,0.355850130319595,0.35598886013031,0.357078313827515,0.361139804124832,0.364303350448608,0.374087750911713
29,rbv2_svm_458_acc,458,rbv2_svm,acc,-0.998651742935181,-0.998500287592411,-0.998195589184761,-0.997713029384613,-0.997610211372375,-0.997415661811829
